Country Name,Country Code,Indicator Name,Indicator Code,2014,2015,2016,2017,2018,2019,2020,2021
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16694.58606,17512.96413,18225.96857,18973.56896,20262.26277,21442.73873,14154.25248,20615.37308
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17480.62773,15778.26074,15543.48786,16126.45066,16521.00609,16668.63733,16121.9195,17276.6916
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18299.95519,18561.72076,19612.14849,20032.40861,20448.92162,20224.29089,18522.00217,19578.40381
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3873.881115,4076.827692,4294.662935,4634.936846,5073.508106,5885.399062,6023.737797,6549.621884
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9942.60903,10012.53904,10344.427,10844.90418,11535.8274,12055.29833,11860.59085,13038.16324
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13434.84875,13888.30114,15137.93452,15706.4827,16796.38792,18007.24891,17324.81483,18344.26907
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1847.910072,1957.003495,2103.008648,2153.845638,2237.78923,2312.700701,2240.140931,2329.706181
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,34344.0922,37455.12315,39705.64187,43508.78326,45561.4737,48741.08128,44587.7103,48906.66314
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4104.83876,4200.876849,4120.737169,4312.947389,4665.131222,5033.365324,5218.024537,4430.222427
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10855.8349,10206.56834,10270.84733,10561.91731,10811.86845,10930.91211,10660.8031,11444.00319
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15371.20421,16332.84202,18199.30712,19682.29415,21513.42634,23792.47834,20510.76077,23440.43799
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11198.3214,10769.25436,10832.48254,11431.49802,12340.22442,12983.80399,12305.71791,12818.87945
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1149.878037,1300.828948,1370.244908,1287.234867,1323.78513,1339.42552,1300.510773,1347.720024
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4393.08554,4306.676799,4829.604325,5259.065063,5495.439826,5738.00988,5605.920294,5830.817088
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18878.92226,19747.9099,21313.30635,22148.62439,23573.53412,24681.05184,21331.81412,23035.283
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1513.425447,1429.208235,1437.616573,1454.777492,1513.744566,1581.75721,1571.180296,1638.152251
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,24012.82509,24164.95584,24864.04533,25935.1427,27476.92011,28842.38839,27245.62042,28929.4742
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,54188.06728,55554.45921,56724.76313,58746.95762,61504.08788,63525.2646,61394.23896,67578.38767
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10609.20989,10783.27452,10582.81823,10335.26742,10511.43048,10432.02821,9543.712734,10038.73827
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1134.741716,1138.113651,1146.010418,1155.973559,1221.772862,1268.827795,1281.061929,1303.567363
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5415.86121,5342.035991,5159.580444,5120.005598,5211.372976,5290.614333,5131.526238,5407.979457
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4889.214186,5230.528231,5618.066546,5915.375443,5771.299827,5574.739132,5465.507439,6194.70035
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,49233.2154,50288.59139,52288.41508,55088.6338,57826.6285,60208.42217,60090.70166,63757.84759
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,65892.68928,60368.92087,58939.91261,64050.75617,69808.32941,69266.12565,64167.28631,80554.98108
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2887.631573,2931.620495,2925.532146,3495.5288,3808.162443,4087.611166,3967.820179,4209.759393
Nauru,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11919.67845,12211.35462,12492.76767,11746.62695,12501.6449,12507.09241,12613.06808,13125.34837
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,37293.35679,37479.68298,39933.57444,42218.53771,42520.75442,45926.13915,45375.93462,47286.2378
OECD members,OED,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,39319.99386,40425.47977,41788.91243,43383.66034,45078.01122,46651.39829,45128.7345,48602.55254
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,44573.97419,36449.08849,33800.29205,34218.38813,35029.43773,35241.22234,34910.85327,37676.0574
Other small states,OSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,24942.91053,21211.05847,20675.44396,22107.65336,22710.27853,23376.16263,22168.25195,23649.94056
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4474.062166,4652.609874,4733.546102,4891.719774,5235.594795,5375.218711,5278.418602,5748.005952
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22971.0796,25392.14167,27902.76813,30526.37985,31869.2188,32874.89103,26907.35892,31900.94175
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11410.32919,11481.46456,11933.60033,12442.74646,12999.55076,13272.65083,11789.02928,13748.53362
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6905.113046,7122.724735,7614.773193,8001.75648,8565.59071,9100.385478,8198.967501,8892.789346
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16460.48991,17880.5766,18022.44262,17594.68886,18007.2459,18348.51234,16825.88544,15144.56896
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3530.499072,3704.96272,3851.264927,3966.947432,3957.278466,4114.483535,3946.507514,4040.039446
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25316.33154,26822.66425,28165.83655,29958.12071,32027.60273,34976.04445,35315.71726,38134.83339
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3600.476579,3417.744417,3406.345273,3493.007017,3573.092468,3653.504206,3512.444546,3669.896682
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,33682.85003,34016.02235,34346.86733,34363.75463,35040.69498,36261.06526,34160.86163,35850.32193
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28742.44038,29660.89607,31607.75424,33044.71674,34928.54353,37299.28777,34880.52066,36047.09967
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12411.30209,12436.23468,13024.14989,13604.17472,14179.34127,14184.11579,14046.65222,15037.18964
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5510.13293,5954.400784,6305.391803,6401.740891,6469.152794,6509.035299,5698.412057,6199.451018
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6208.334357,6614.791127,6770.469622,7104.110889,7421.629228,7512.776566,6585.424447,6486.196007
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,43122.02521,44214.88335,45709.02682,47519.63188,49524.01726,51432.42687,49745.41267,53636.93166
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,143332.9077,98787.37849,84998.46792,92177.59594,93646.64443,94674.31214,93894.25275,102018.1159
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20632.22127,21624.52338,23904.70386,26943.34774,29568.18681,33066.74087,33336.08977,36109.75069
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25761.64844,24085.32422,24128.08594,25926.44336,28821.26172,30067.74023,29936.92969,32966.35938
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1663.992648,1762.17678,1841.107989,1934.972955,2099.426124,2283.888816,2180.877349,2459.707347
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4984.6727,5199.590657,5519.964665,5827.134159,6270.287925,6553.236743,6219.147687,6920.703409
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,53628.9972,47079.05005,44160.28801,45795.51353,46935.98441,46852.29817,45240.67609,48710.94768
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4544.037109,4519.487305,4813.868652,4613.950195,4453.113281,4307.567383,4087.006104,4065.976074
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2872.119811,3017.350576,3126.431885,3259.19258,3449.340995,3575.266048,3569.209139,3840.032959
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,84423.19134,86974.74762,89436.59811,95310.33386,100686.2371,102431.3157,99681.29415,116486.4732
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2459.601194,2462.833156,2561.138317,2625.089026,2696.198024,2727.306675,2604.354881,2648.732207
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1756.720272,1555.700297,1561.45038,1593.483529,1648.628867,1725.562684,1673.065019,1773.899246
El Salvador,SLV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7332.904449,7712.372705,8174.474125,8617.921708,9022.725378,9402.17161,8720.011997,9981.88602
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,54688.305,55117.61929,56893.47223,58201.5271,60305.1391,62611.49478,59451.03424,
Somalia,SOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,939.6101818,1086.16498,1127.866195,1059.143932,1124.735945,1186.326829,1189.162288,1248.812487
Serbia,SRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14659.61688,14928.43681,15858.01082,16611.04793,17717.99113,19404.99209,19557.52604,21647.3051
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3741.119909,3730.130815,3753.683824,3798.869879,3898.608303,3972.363208,3842.783834,4067.575768
South Sudan,SSD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1407.699028,1181.931603,,,,,,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3743.068513,3732.075948,3755.791924,3801.060885,3900.869856,3974.682146,3844.879529,4069.889126
Small states,SST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22096.10023,19298.53867,18881.3531,20128.66314,20701.91443,21298.18031,20119.26657,21500.15752
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3782.98004,3805.342338,3862.70804,3934.8942,4082.642683,4183.119385,4280.949702,4451.642512
Suriname,SUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16764.04271,16721.29593,14633.19259,17753.06027,18878.84078,19227.8401,16168.69082,16222.6757
Slovak Republic,SVK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28929.52636,29964.88861,29645.74189,30061.55147,31214.59257,33318.58191,32441.99523,33426.97998
Slovenia,SVN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30870.02367,31628.24718,33936.04406,36507.55304,38961.54435,41970.43143,40782.64124,43815.93884
Sweden,SWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,47184.66913,49103.13343,50430.25282,51947.95425,53521.63064,56404.3002,55569.24566,59237.61323
Eswatini,SWZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8557.265279,8580.639991,8488.449304,8213.920625,8542.312783,8860.058796,8744.438693,9730.068125
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,38858.58146,38211.83319,38230.03186,37914.12297,35973.1825,,,
Seychelles,SYC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,24682.86364,24739.96499,26824.75405,28116.71049,29427.16472,30609.05759,28351.85683,31596.15966
Syrian Arab Republic,SYR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,
Turks and Caicos Islands,TCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22273.0244,23730.15895,25190.06425,25207.83169,26178.73841,27028.02442,19486.65314,20337.69338
Chad,TCD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1672.98072,1816.288184,1660.984878,1579.7606,1600.897168,1627.920102,1570.742918,1566.041161
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11585.00711,11909.39452,12433.87599,13113.37684,14193.4954,15183.74794,15418.67646,17082.36046
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20194.32545,19965.14457,20526.37055,21849.94656,23380.83376,24448.2713,24311.00805,26595.18956
Togo,TGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1748.833205,1840.648552,1915.58503,1972.697196,2069.246648,2168.331916,2180.16961,2334.299325
Thailand,THA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15143.39573,15466.76063,16231.25449,17008.03842,18091.161,18763.50902,17771.30717,18760.75522
Tajikistan,TJK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3273.932495,3124.539399,3092.853611,3236.439344,3486.438745,3726.172928,3851.942913,4288.16789
Turkmenistan,TKM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13022.10516,13213.05015,13375.22898,13703.51272,14663.27316,15625.36066,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15183.69523,14971.89622,15231.3791,15872.30506,16354.12095,16569.45371,15549.498,17036.13278
Timor-Leste,TLS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2696.941139,2889.809058,3117.111939,3138.438745,3144.170469,3895.548594,5122.48822,5528.580523
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10918.12169,10256.2446,10317.35475,10610.85157,10863.35353,10983.73776,10720.62492,11507.80471
Tonga,TON,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5341.840873,5484.438821,5926.576629,6256.981273,6438.099983,6612.070539,6705.102442,6748.512118
South Asia (IDA & IBRD),TSA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4984.6727,5199.590657,5519.964665,5827.134159,6270.287925,6553.236743,6219.147687,6920.703409
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3743.068513,3732.075948,3755.791924,3801.060885,3900.869856,3974.682146,3844.879529,4069.889126
Trinidad and Tobago,TTO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29782.12719,27660.74159,25968.172,26213.92451,26144.87064,26374.6734,24672.3557,25308.49072
Tunisia,TUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10671.9324,10471.21333,10634.50162,10874.94689,11310.57703,11552.56755,10571.90084,11282.48463
Turkiye,TUR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,23817.97178,25392.28737,26122.1133,27582.83235,27802.54778,27708.43079,27724.38862,30452.09672
Tuvalu,TUV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3387.500376,3785.429926,4049.092499,4208.92376,4370.147154,5019.833864,5104.660032,5409.511692
Tanzania,TZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2205.886719,2301.057617,2417.691406,2458.342773,2570.953613,2686.455078,2690.924561,2836.242432
Uganda,UGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2121.454381,2171.237146,2141.124329,2128.396869,2239.152597,2344.975879,2363.192032,2467.899337
Ukraine,UKR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10743.58594,10164.32715,11148.19629,11860.56055,12631.65723,13345.38281,13087.30957,14219.79004
Upper middle income,UMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14757.22418,14826.58238,15279.80465,16094.07736,17186.88358,18031.46096,17970.3759,19926.04334
Uruguay,URY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20145.62268,20272.19177,22522.6243,23106.99819,23738.50796,24238.13305,23024.09891,25048.72397
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,55123.84979,56762.72945,57866.74493,59914.7778,62805.25376,65094.79943,63027.67953,69287.53659
Uzbekistan,UZB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6494.859941,6680.184701,6796.904892,6840.70986,7252.137355,7658.27241,7746.430969,8497.448308
St. Vincent and the Grenadines,VCT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12199.75598,12425.47802,13530.46664,13633.04812,14421.42936,14788.84181,14211.48403,15045.30178
"Venezuela, RB",VEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,
British Virgin Islands,VGB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,
Virgin Islands (U.S.),VIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,
Vietnam,VNM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7240.73594,7595.686738,8277.684129,9050.688534,9866.217883,10684.68628,11022.957,11676.10856
Vanuatu,VUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2806.791359,2778.249817,2867.340123,3031.190628,3117.789034,3199.933726,2992.173313,3057.4114
World,WLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14955.22493,15091.55412,15517.28612,16155.82438,16958.33512,17607.6918,17150.56708,18607.4129
Samoa,WSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5431.388279,5646.187146,6098.966116,6238.795875,6286.196595,6613.982839,6394.375803,6079.764271
Kosovo,XKX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8649.449499,9357.135136,10007.68923,10436.16885,11012.10966,11796.15331,11292.86265,13055.90078
"Yemen, Rep.",YEM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,
South Africa,ZAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13556.03282,13581.75528,13696.16357,13950.45348,14324.54504,14436.83264,13517.78059,14624.41517
Zambia,ZMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3463.420045,3352.524885,3322.578918,3395.479686,3507.79523,3514.688008,3358.005322,3555.920229
Zimbabwe,ZWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2561.728799,2615.090301,2724.452742,2331.780833,2456.948771,2296.390269,2099.320459,2323.687257
